tail_number,model,year_built,type,passengers,engines,engine_type
N618AS,Boeing 737-790,2000.0,Fixed wing multi engine,151.0,2.0,Turbofan
N318AS,Boeing 737-990,2003.0,Fixed wing multi engine,149.0,2.0,Turbofan
N613AS,Boeing 737-790,1999.0,Fixed wing multi engine,151.0,2.0,Turbojet
N552AS,Boeing 737-890,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N614AS,Boeing 737-790,1999.0,Fixed wing multi engine,151.0,2.0,Turbofan
N609AS,Boeing 737-790,1999.0,Fixed wing multi engine,151.0,2.0,Turbojet
N611AS,Boeing 737-790,1999.0,Fixed wing multi engine,151.0,2.0,Turbojet
N525AS,Boeing 737-890,2009.0,Fixed wing multi engine,149.0,2.0,Turbofan
N238AK,Boeing 737-990/ER,2016.0,Fixed wing multi engine,181.0,2.0,Turbofan
N483AS,Boeing 737-990/ER,2015.0,Fixed wing multi engine,175.0,2.0,Turbofan
N493AS,Boeing 737-990/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N462AS,Boeing 737-990/ER,2014.0,Fixed wing multi engine,200.0,2.0,Turbofan
N474AS,Boeing 737-990/ER,2015.0,Fixed wing multi engine,181.0,2.0,Turbofan
N570AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N568AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N556AS,Boeing 737-890,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N518AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N560AS,Boeing 737-890,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N280AK,Boeing 737-900/ER,2017.0,Fixed wing multi engine,222.0,2.0,Turbofan
N270AK,Boeing 737-990/ER,2017.0,Fixed wing multi engine,,2.0,Turbofan
N428AS,Boeing 737-990/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N275AK,Boeing 737-900/ER,2017.0,Fixed wing multi engine,222.0,2.0,Turbofan
N469AS,Boeing 737-990/ER,2014.0,Fixed wing multi engine,200.0,2.0,Turbofan
N282AK,Boeing 737-900/ER,2017.0,Fixed wing multi engine,212.0,2.0,Turbofan
N323AS,Boeing 737-990,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N513AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N403AS,Boeing 737-990/ER,2012.0,Fixed wing multi engine,181.0,2.0,Turbofan
N562AS,Boeing 737-890,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N584AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N566AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N274AK,Boeing 737-990/ER,2017.0,Fixed wing multi engine,222.0,2.0,Turbofan
N495AS,Boeing 737-900/ER,2016.0,Fixed wing multi engine,222.0,2.0,Turbofan
N644AS,Boeing 737-790,2003.0,Fixed wing multi engine,151.0,2.0,Turbofan
N459AS,Boeing 737-990/ER,2014.0,Fixed wing multi engine,,2.0,Turbofan
N593AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N596AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N581AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N409AS,Boeing 737-990/ER,2012.0,Fixed wing multi engine,181.0,2.0,Turbofan
N413AS,Boeing 737-900/ER,2013.0,Fixed wing multi engine,,2.0,Turbofan
N309AS,Boeing 737-990,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N303AS,Boeing 737-990,2001.0,Fixed wing multi engine,149.0,2.0,Turbojet
N529AS,Boeing 737-890,2010.0,Fixed wing multi engine,149.0,2.0,Turbofan
N579AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N563AS,Boeing 737-890,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N553AS,Boeing 737-890,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N548AS,Boeing 737-890,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N587AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N564AS,Boeing 737-890,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N517AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N592AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N506AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N538AS,Boeing 737-890,2012.0,Fixed wing multi engine,149.0,2.0,Turbofan
N527AS,Boeing 737-890,2009.0,Fixed wing multi engine,149.0,2.0,Turbofan
N236AK,Boeing 737-990/ER,2016.0,Fixed wing multi engine,181.0,2.0,Turbofan
N468AS,Boeing 737-990/ER,2014.0,Fixed wing multi engine,,2.0,Turbofan
N402AS,Boeing 737-990/ER,2012.0,Fixed wing multi engine,,2.0,Turbofan
N487AS,Boeing 737-990/ER,2015.0,Fixed wing multi engine,,2.0,Turbofan
N514AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N260AK,Boeing 737-990/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N457AS,Boeing 737-900/ER,2014.0,Fixed wing multi engine,,2.0,Turbofan
N537AS,Boeing 737-890,2012.0,Fixed wing multi engine,149.0,2.0,Turbofan
N266AK,Boeing 737-900/ER,2016.0,Fixed wing multi engine,181.0,2.0,Turbofan
N472AS,Boeing 737-990/ER,2015.0,Fixed wing multi engine,200.0,2.0,Turbofan
N306AS,Boeing 737-990,2001.0,Fixed wing multi engine,172.0,2.0,Turbofan
N478AS,Boeing 737-990/ER,2015.0,Fixed wing multi engine,,2.0,Turbofan
N512AS,Boeing 737-890,2008.0,Fixed wing multi engine,157.0,2.0,Turbofan
N267AK,Boeing 737-990/ER,2017.0,Fixed wing multi engine,181.0,2.0,Turbofan
N251AK,Boeing 737-990/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N448AS,Boeing 737-990/ER,2016.0,Fixed wing multi engine,189.0,2.0,Turbofan
N607AS,Boeing 737-790,1999.0,Fixed wing multi engine,151.0,2.0,Turbofan
N549AS,Boeing 737-8FH,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N546AS,Boeing 737-890,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N536AS,Boeing 737-890,2012.0,Fixed wing multi engine,157.0,2.0,Turbofan
N516AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N551AS,Boeing 737-890,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N423AS,Boeing 737-990/ER,2013.0,Fixed wing multi engine,181.0,2.0,Turbofan
N615AS,Boeing 737-790,2000.0,Fixed wing multi engine,128.0,2.0,Turbofan
N464AS,Boeing 737-990/ER,2014.0,Fixed wing multi engine,181.0,2.0,Turbofan
N491AS,Boeing 737-990/ER,2015.0,Fixed wing multi engine,181.0,2.0,Turbofan
N319AS,Boeing 737-990,2003.0,Fixed wing multi engine,149.0,2.0,Turbojet
N315AS,Boeing 737-990,2002.0,Fixed wing multi engine,149.0,2.0,Turbofan
N237AK,Boeing 737-990/ER,2016.0,Fixed wing multi engine,189.0,2.0,Turbofan
N278AK,Boeing 737-990/ER,2017.0,Fixed wing multi engine,,2.0,Turbofan
N534AS,Boeing 737-890,2011.0,Fixed wing multi engine,157.0,2.0,Turbofan
N281AK,Boeing 737-900/ER,2017.0,Fixed wing multi engine,,2.0,Turbofan
N224AK,Boeing 737-990/ER,2016.0,Fixed wing multi engine,181.0,2.0,Turbofan
N528AS,Boeing 737-890,2009.0,Fixed wing multi engine,149.0,2.0,Turbofan
N283AK,Boeing 737-990,2017.0,Fixed wing multi engine,222.0,2.0,Turbofan
N317AS,Boeing 737-990,2003.0,Fixed wing multi engine,149.0,2.0,Turbojet
N526AS,Boeing 737-890,2009.0,Fixed wing multi engine,149.0,2.0,Turbofan
N263AK,Boeing 737-990/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N530AS,Boeing 737-890,2010.0,Fixed wing multi engine,157.0,2.0,Turbofan
N461AS,Boeing 737-990/ER,2014.0,Fixed wing multi engine,,2.0,Turbofan
N302AS,Boeing 737-990,2003.0,Fixed wing multi engine,149.0,2.0,Turbofan
N442AS,Boeing 737-990/ER,2013.0,Fixed wing multi engine,180.0,2.0,Turbofan
N435AS,Boeing 737-990/ER,2013.0,Fixed wing multi engine,,2.0,Turbofan
N524AS,Boeing 737-890,2009.0,Fixed wing multi engine,149.0,2.0,Turbofan
N407AS,Boeing 737-990/ER,2012.0,Fixed wing multi engine,181.0,2.0,Turbojet
N481AS,Boeing 737-990/ER,2015.0,Fixed wing multi engine,,2.0,Turbofan
N272AK,Boeing 737-900/ER,2017.0,Fixed wing multi engine,181.0,2.0,Turbofan
N583AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N440AS,Boeing 737-990/ER,2013.0,Fixed wing multi engine,,2.0,Turbofan
N508AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N523AS,Boeing 737-890,2009.0,Fixed wing multi engine,149.0,2.0,Turbofan
N320AS,Boeing 737-990,2003.0,Fixed wing multi engine,149.0,2.0,Turbofan
N433AS,Boeing 737-990/ER,2013.0,Fixed wing multi engine,,2.0,Turbofan
N264AK,Boeing 737-990/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N590AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N565AS,Boeing 737-890,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N597AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N471AS,Boeing 737-990/ER,2014.0,Fixed wing multi engine,,2.0,Turbofan
N569AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N585AS,Boeing 737-890,2007.0,Fixed wing multi engine,163.0,2.0,Turbofan
N594AS,Boeing 737-890,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N363VA,Airbus A320-214,2016.0,Fixed wing multi engine,146.0,2.0,Turbofan
N528VA,Airbus A319-112,2008.0,Fixed wing multi engine,100.0,2.0,Turbofan
N922VA,Airbus A321-253N,2017.0,Fixed wing multi engine,,2.0,Turbofan
N838VA,Airbus A320-214,2010.0,Fixed wing multi engine,182.0,2.0,Turbofan
N840VA,Airbus A320-214,2011.0,Fixed wing multi engine,146.0,2.0,Turbofan
N841VA,Airbus A320-214,2011.0,Fixed wing multi engine,182.0,2.0,Turbofan
N844VA,Airbus A320-214,0.0,Fixed wing multi engine,182.0,2.0,Turbofan
N846VA,Airbus A320-214,2011.0,Fixed wing multi engine,182.0,2.0,Turbofan
N283VA,Airbus A320-214,2015.0,Fixed wing multi engine,,2.0,Turbofan
N282VA,Airbus A320-214,2015.0,Fixed wing multi engine,146.0,2.0,Turbofan
N281VA,Airbus A320-214,2015.0,Fixed wing multi engine,146.0,2.0,Turbofan
N285VA,Airbus A320-214,2015.0,Fixed wing multi engine,146.0,2.0,Turbofan
N843VA,Airbus A320-214,2011.0,Fixed wing multi engine,146.0,2.0,Turbofan
N624VA,Airbus A320-214,2006.0,Fixed wing multi engine,182.0,2.0,Turbofan
N632VA,Airbus A320-214,2007.0,Fixed wing multi engine,182.0,2.0,Turbofan
N849VA,Airbus A320-214,2011.0,Fixed wing multi engine,146.0,2.0,Turbofan
N842VA,Airbus A320-214,2011.0,Fixed wing multi engine,182.0,2.0,Turbofan
N526VA,Airbus A319-112,2008.0,Fixed wing multi engine,100.0,2.0,Turbofan
N640VA,Airbus A320-214,2007.0,Fixed wing multi engine,182.0,2.0,Turbofan
N627VA,Airbus A320-214,2006.0,Fixed wing multi engine,182.0,2.0,Turbofan
N921VA,Airbus A321-253N,2017.0,Fixed wing multi engine,,2.0,Turbofan
N854VA,Airbus A320-214,2012.0,Fixed wing multi engine,146.0,2.0,Turbofan
N837VA,Airbus A320-214,2010.0,Fixed wing multi engine,182.0,2.0,Turbofan
N853VA,Airbus A320-214,2012.0,Fixed wing multi engine,146.0,2.0,Turbofan
N362VA,Airbus A320-214,2016.0,Fixed wing multi engine,146.0,2.0,Turbofan
N527VA,Airbus A319-112,2008.0,Fixed wing multi engine,100.0,2.0,Turbofan
N621VA,Airbus A320-214,2006.0,Fixed wing multi engine,182.0,2.0,Turbofan
N529VA,Airbus A319-112,2008.0,Fixed wing multi engine,100.0,2.0,Turbofan
N524VA,Airbus A319-112,2007.0,Fixed wing multi engine,100.0,2.0,Turbofan
N631VA,Airbus A320-214,2007.0,Fixed wing multi engine,182.0,2.0,Turbofan
N523VA,Airbus A319-112,2007.0,Fixed wing multi engine,100.0,2.0,Turbofan
N530VA,Airbus A319-115,2008.0,Fixed wing multi engine,100.0,2.0,Turbofan
N634VA,Airbus A320-214,2008.0,Fixed wing multi engine,182.0,2.0,Turbofan
N637VA,Airbus A320-214,2008.0,Fixed wing multi engine,182.0,2.0,Turbofan
N633VA,Airbus A320-214,2007.0,Fixed wing multi engine,182.0,2.0,Turbofan
N623VA,Airbus A320-214,0.0,Fixed wing multi engine,182.0,2.0,Turbofan
N635VA,Airbus A320-214,2008.0,Fixed wing multi engine,182.0,2.0,Turbofan
N848VA,Airbus A320-214,2011.0,Fixed wing multi engine,182.0,2.0,Turbofan
N628VA,Airbus A320-214,2007.0,Fixed wing multi engine,182.0,2.0,Turbofan
N641VA,Airbus A320-214,2008.0,Fixed wing multi engine,182.0,2.0,Turbofan
N839VA,Airbus A320-214,2011.0,Fixed wing multi engine,146.0,2.0,Turbofan
N525VA,Airbus A319-112,2007.0,Fixed wing multi engine,100.0,2.0,Turbofan
N851VA,Airbus A320-214,2012.0,Fixed wing multi engine,146.0,2.0,Turbofan
N522VA,Airbus A319-112,2006.0,Fixed wing multi engine,100.0,2.0,Turbofan
N639VA,Airbus A320-214,2007.0,Fixed wing multi engine,,2.0,Turbofan
N927VA,Airbus A321-253N,2018.0,Fixed wing multi engine,,2.0,Turbofan
N284VA,Airbus A320-214,2015.0,Fixed wing multi engine,146.0,2.0,Turbofan
N622VA,Airbus A320-214,2006.0,Fixed wing multi engine,182.0,2.0,Turbofan
N852VA,Airbus A320-214,2012.0,Fixed wing multi engine,146.0,2.0,Turbofan
N924VA,Airbus A321-253N,2018.0,Fixed wing multi engine,,2.0,Turbofan
N364VA,Airbus A320-214,2016.0,Fixed wing multi engine,146.0,2.0,Turbofan
N925VA,Airbus A321-251N,2017.0,Fixed wing multi engine,,2.0,Turbofan
N855VA,Airbus A320-214,2012.0,Fixed wing multi engine,146.0,2.0,Turbofan
N847VA,Airbus A320-214,2011.0,Fixed wing multi engine,180.0,2.0,Turbofan
N286VA,Airbus A320-214,2015.0,Fixed wing multi engine,146.0,2.0,Turbofan
N642VA,Airbus A320-214,2008.0,Fixed wing multi engine,,2.0,Turbofan
N835VA,Airbus A320-214,2010.0,Fixed wing multi engine,182.0,2.0,Turbofan
N630VA,Airbus A320-214,2007.0,Fixed wing multi engine,182.0,2.0,Turbofan
N365VA,Airbus A320-214,2016.0,Fixed wing multi engine,,2.0,Turbofan
N629VA,Airbus A320-214,0.0,Fixed wing multi engine,182.0,2.0,Turbofan
N836VA,Airbus A320-214,2010.0,Fixed wing multi engine,182.0,2.0,Turbofan
N845VA,Airbus A320-214,2011.0,Fixed wing multi engine,182.0,2.0,Turbofan
N361VA,Airbus A320-214,2013.0,Fixed wing multi engine,,2.0,Turbofan
N636VA,Airbus A320-214,2008.0,Fixed wing multi engine,182.0,2.0,Turbofan
N422QX,Bombardier DHC-8-402,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N453QX,Bombardier DHC-8-402,2015.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N445QX,Bombardier DHC-8-402,2011.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N412QX,Bombardier DHC-8-402,2002.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N442QX,Bombardier DHC-8-402,2010.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N407QX,Bombardier DHC-8-402,2001.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N408QX,De Havilland Canada DHC-8-402,2001.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N443QX,Bombardier DHC-8-402,2010.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N451QX,Bombardier DHC-8-402,2013.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N413QX,Bombardier DHC-8-402,2002.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N431QX,Bombardier DHC-8-402,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N421QX,De Havilland Canada DHC-8-402,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N434MK,Bombardier DHC-8-402,2008.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N436QX,De Havilland Canada DHC-8-402,2008.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N446QX,Bombardier DHC-8-402,2011.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N428QX,De Havilland Canada DHC-8-402,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N628QX,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N441QX,De Havilland Canada DHC-8-402,2009.0,Fixed wing multi engine,76.0,2.0,Turbo-prop
N417QX,De Havilland Canada DHC-8-402,2004.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N622QX,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N630QX,Embraer ERJ-175,2017.0,Fixed wing multi engine,76.0,2.0,Turbofan
N444QX,Bombardier DHC-8-402,2010.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N404QX,Bombardier DHC-8-402,2001.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N629QX,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N426QX,Bombardier DHC-8-402,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N438QX,Bombardier DHC-8-402,2009.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N416QX,Bombardier DHC-8-402,2001.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N405QX,Bombardier DHC-8-402,2001.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N430QX,Bombardier DHC-8-402,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N414QX,Bombardier DHC-8-402,2002.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N433QX,Bombardier DHC-8-402,2008.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N415QX,De Havilland Canada DHC-8-402,2003.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N450QX,Bombardier DHC-8-402,2013.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N448QX,De Havilland Canada DHC-8-402,2012.0,Fixed wing multi engine,76.0,2.0,Turbo-prop
N449QX,Bombardier DHC-8-402,2012.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N432QX,De Havilland Canada DHC-8-402Q,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N631QX,Embraer 175LR,2018.0,Fixed wing multi engine,,2.0,None
N439QX,De Havilland Canada DHC-8-402,2009.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N626QX,Embraer 175LR,2017.0,Fixed wing multi engine,88.0,2.0,Turbofan
N429QX,De Havilland Canada DHC-8-402,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N437QX,De Havilland Canada DHC-8-402Q,2009.0,Fixed wing multi engine,78.0,2.0,Turbo-prop
N435QX,Bombardier DHC-8-402,2008.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N403QX,De Havilland Canada DHC-8-402,2001.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N400QX,Bombardier DHC-8-402,2000.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N401QX,De Havilland Canada DHC-8-402,2001.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N624QX,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N402QX,Bombardier DHC-8-402,2001.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N423QX,Bombardier DHC-8-402,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N627QX,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N633QX,Embraer 175LR,2018.0,Fixed wing multi engine,88.0,2.0,Turbofan
N620QX,Embraer 175LR,2017.0,Fixed wing multi engine,88.0,2.0,Turbofan
N623QX,Embraer 175LR,2017.0,Fixed wing multi engine,88.0,2.0,Turbofan
N632qx,Embraer 175LR,2018.0,Fixed wing multi engine,,2.0,Turbofan
N680PA,Cessna 680,2008.0,Fixed wing multi engine,9.0,2.0,Turbofan
N952JB,Airbus A321-231,2015.0,Fixed wing multi engine,,2.0,Turbofan
N621JB,Airbus A320-232,2005.0,Fixed wing multi engine,200.0,2.0,Turbofan
N534JB,Airbus A320-232,2002.0,Fixed wing multi engine,200.0,2.0,Turbofan
N779JB,Airbus A320-232,2009.0,Fixed wing multi engine,,2.0,Turbofan
N559JB,Airbus A320-232,2003.0,Fixed wing multi engine,200.0,2.0,Turbofan
N947JB,Airbus A321-231,2015.0,Fixed wing multi engine,,2.0,Turbofan
N980JB,Quartz Mountain Aerospace Inc 11E,0.0,Fixed wing single engine,4.0,1.0,Reciprocating
N962JB,Cessna 182T,0.0,Fixed wing single engine,4.0,1.0,Reciprocating
N703JB,Airbus A320-232,2008.0,Fixed wing multi engine,200.0,2.0,Turbofan
N580JB,Airbus A320-232,2003.0,Fixed wing multi engine,200.0,2.0,Turbofan
N992JB,Airbus A321-231,2018.0,Fixed wing multi engine,,2.0,Turbofan
N934JB,Airbus A321-231,2014.0,Fixed wing multi engine,,2.0,Turbofan
N521JB,Airbus A320-232,2001.0,Fixed wing multi engine,200.0,2.0,Turbofan
N529JB,Airbus A320-232,2001.0,Fixed wing multi engine,200.0,2.0,Turbojet
N266JB,Embraer ERJ-190-100,2007.0,Fixed wing multi engine,20.0,2.0,Turbofan
N658JB,Airbus A320-232,2007.0,Fixed wing multi engine,200.0,2.0,Turbofan
N192JB,Embraer 190AR,2005.0,Fixed wing multi engine,20.0,2.0,Turbofan
N949JB,Bryson Jeff A KR-2S,1998.0,Fixed wing multi engine,2.0,1.0,Turbofan
N907JB,Airbus A321-231,2013.0,Fixed wing multi engine,190.0,2.0,Turbofan
N296JB,Embraer ERJ-190-100,0.0,Fixed wing multi engine,20.0,2.0,Turbofan
N705JB,Airbus A320-232,2008.0,Fixed wing multi engine,200.0,2.0,Turbofan
N632JB,Airbus A320-232,2006.0,Fixed wing multi engine,200.0,2.0,Turbofan
N655JB,Airbus A320-232,2007.0,Fixed wing multi engine,200.0,2.0,Turbofan
N281JB,Embraer 190AR,2007.0,Fixed wing multi engine,20.0,2.0,Turbofan
N283JB,Embraer 190AR,2007.0,Fixed wing multi engine,20.0,2.0,Turbofan
N556JB,Airbus A320-232,2002.0,Fixed wing multi engine,200.0,2.0,Turbofan
N584JB,Airbus A320-232,2004.0,Fixed wing multi engine,200.0,2.0,Turbofan
N959JB,Airbus A321-231,2015.0,Fixed wing multi engine,190.0,2.0,Turbofan
N990JB,Cessna 340A,1977.0,Fixed wing multi engine,6.0,2.0,Reciprocating
N304JB,Embraer ERJ-190-100,2009.0,Fixed wing multi engine,20.0,2.0,Turbofan
N329JB,Embraer ERJ-190-100,0.0,Fixed wing multi engine,20.0,2.0,Turbofan
N298JB,Embraer 190AR,2009.0,Fixed wing multi engine,100.0,2.0,Turbofan
N644JB,Airbus A320-232,2006.0,Fixed wing multi engine,200.0,2.0,Turbofan
N190JB,Embraer 190AR,2005.0,Fixed wing multi engine,20.0,2.0,Turbofan
N351JB,Embraer E190,2012.0,Fixed wing multi engine,100.0,2.0,Turbofan
N348JB,Embraer ERJ-190-100,2012.0,Fixed wing multi engine,100.0,2.0,Turbofan
N662JB,Airbus A320-232,2007.0,Fixed wing multi engine,200.0,2.0,Turbofan
N637JB,Airbus A320-232,2006.0,Fixed wing multi engine,200.0,2.0,Turbofan
N623JB,Airbus A320-232,2005.0,Fixed wing multi engine,200.0,2.0,Turbofan
N943JB,Dassault FALCON,2003.0,Fixed wing multi engine,19.0,2.0,Turbofan
N981JB,Rand Robinson KR-2,1981.0,Fixed wing single engine,2.0,1.0,Reciprocating
N265JB,Embraer ERJ-190-100,2006.0,Fixed wing multi engine,20.0,2.0,Turbofan
N523JB,Airbus A320-232,2001.0,Fixed wing multi engine,200.0,2.0,Turbofan
N784JB,Airbus A320-232,2010.0,Fixed wing multi engine,156.0,2.0,Turbofan
N633JB,Airbus A320-232,2006.0,Fixed wing multi engine,200.0,2.0,Turbofan
N989JB,Montana Coyote STOL,1998.0,Fixed wing single engine,2.0,1.0,Reciprocating
N923JB,Airbus A321-231,2014.0,Fixed wing multi engine,185.0,2.0,Turbofan
N828JB,Airbus A320-232,2013.0,Fixed wing multi engine,150.0,2.0,Turbofan
N535JB,Airbus A320-232,2002.0,Fixed wing multi engine,200.0,2.0,Turbofan
N273JB,Embraer ERJ-190-100,2007.0,Fixed wing multi engine,20.0,2.0,Turbofan
N618JB,Airbus A320-232,2005.0,Fixed wing multi engine,200.0,2.0,Turbofan
N709JB,Airbus A320-232,2008.0,Fixed wing multi engine,200.0,2.0,Turbofan
N505JB,Airbus A320-232,2000.0,Fixed wing multi engine,200.0,2.0,Turbofan
N346JB,Embraer ERJ-190-100,2012.0,Fixed wing multi engine,98.0,2.0,Turbofan
N206JB,Embraer 190AR,2006.0,Fixed wing multi engine,20.0,2.0,Turbofan
N279JB,Embraer 190AR,2007.0,Fixed wing multi engine,20.0,2.0,Turbofan
N586JB,Airbus A320-232,2004.0,Fixed wing multi engine,200.0,2.0,Turbofan
N663JB,Airbus A320-232,2007.0,Fixed wing multi engine,200.0,2.0,Turbofan
N643JB,Airbus A320-232,2006.0,Fixed wing multi engine,200.0,2.0,Turbofan
N987JB,Marquart MA-5,0.0,Fixed wing single engine,2.0,1.0,Reciprocating
N935JB,Airbus A321-231,2014.0,Fixed wing multi engine,,2.0,Turbofan
N594JB,Airbus A320-232,2004.0,Fixed wing multi engine,200.0,2.0,Turbofan
N821JB,Airbus A320-232,2012.0,Fixed wing multi engine,150.0,2.0,Turbofan
N509JB,Airbus A320-232,2000.0,Fixed wing multi engine,200.0,2.0,Turbojet
N368JB,Embraer ERJ,2013.0,Fixed wing multi engine,100.0,2.0,Turbofan
N982JB,Airbus A321-231,2017.0,Fixed wing multi engine,,2.0,Turbofan
N639JB,Airbus A320-232,2006.0,Fixed wing multi engine,200.0,2.0,Turbofan
N589JB,Airbus A320-232,2004.0,Fixed wing multi engine,200.0,2.0,Turbofan
N608JB,Airbus A320-232,2005.0,Fixed wing multi engine,200.0,2.0,Turbofan
N834JB,Airbus A320-232,2013.0,Fixed wing multi engine,,2.0,Turbofan
N807JB,Airbus A320-232,2012.0,Fixed wing multi engine,,2.0,Turbofan
N274JB,Embraer ERJ-190-100,2007.0,Fixed wing multi engine,20.0,2.0,Turbofan
N629JB,Airbus A320-232,2005.0,Fixed wing multi engine,200.0,2.0,Turbofan
N760JB,Airbus A320-232,2008.0,Fixed wing multi engine,156.0,2.0,Turbofan
N937JB,Airbus A321-231,2014.0,Fixed wing multi engine,190.0,2.0,Turbofan
N324JB,Embraer ERJ-190-100,2010.0,Fixed wing multi engine,20.0,2.0,Turbofan
N527JB,Airbus A320-232,2001.0,Fixed wing multi engine,200.0,2.0,Turbofan
